"step","time","part","epoch","loss","lr","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","challenge_score"
100,"2025-02-21 17:38:28.443693","train",0,0.026740679517388344,2.407588458461121e-05,"","","","",""
200,"2025-02-21 17:38:48.800056","train",0,0.054383985698223114,2.4303498349068542e-05,"","","","",""
300,"2025-02-21 17:39:08.505233","train",0,0.012877160683274269,2.46827213463166e-05,"","","","",""
400,"2025-02-21 17:39:28.071196","train",0,0.03788717836141586,2.521335373483044e-05,"","","","",""
500,"2025-02-21 17:39:48.361319","train",0,0.019590996205806732,2.589511588392654e-05,"","","","",""
600,"2025-02-21 17:40:07.842652","train",0,0.04036110267043114,2.672764852112259e-05,"","","","",""
700,"2025-02-21 17:40:27.544295","train",0,0.028096243739128113,2.771051292146465e-05,"","","","",""
800,"2025-02-21 17:40:47.132871","train",0,0.03369065746665001,2.8843191138725474e-05,"","","","",""
900,"2025-02-21 17:41:06.616353","train",0,0.018015030771493912,3.0125086278349144e-05,"","","","",""
1000,"2025-02-21 17:41:26.300618","train",0,0.0173657089471817,3.1555522812001216e-05,"","","","",""
1100,"2025-02-21 17:41:45.988979","train",0,0.0034506088122725487,3.313374693355534e-05,"","","","",""
1200,"2025-02-21 17:42:05.926321","train",0,0.01776697114109993,3.485892695633203e-05,"","","","",""
1300,"2025-02-21 17:42:25.651366","train",0,0.021148350089788437,3.6730153751376874e-05,"","","","",""
1400,"2025-02-21 17:42:45.541509","train",0,0.02667461335659027,3.8746441226550615e-05,"","","","",""
1500,"2025-02-21 17:43:05.793617","train",0,0.027152307331562042,4.090672684617608e-05,"","","","",""
1600,"2025-02-21 17:43:25.472114","train",0,0.012215173803269863,4.32098721909694e-05,"","","","",""
1700,"2025-02-21 17:43:45.149388","train",0,0.02048952877521515,4.565466355795978e-05,"","","","",""
1800,"2025-02-21 17:44:04.667518","train",0,0.0086770448833704,4.8239812600082326e-05,"","","","",""
1900,"2025-02-21 17:44:24.502728","train",0,0.025858072564005852,5.096395700510635e-05,"","","","",""
2000,"2025-02-21 17:44:43.915929","train",0,0.03618956357240677,5.382566121354157e-05,"","","","",""
2100,"2025-02-21 17:45:03.550649","train",0,0.03247455507516861,5.682341717514405e-05,"","","","",""
2200,"2025-02-21 17:45:23.335522","train",0,0.027663452550768852,5.995564514362265e-05,"","","","",""
2281,"2025-02-21 17:53:23.832264","train",0,"","",0.7961032684472248,0.109127540636437,0.9784496931170539,0.06452572108236694,0.3283199453084943
2281,"2025-02-21 17:55:22.506744","val",0,"","",0.8026857524661908,0.12515246163599952,0.9780279917365547,0.06844547563805105,0.3499671700590939
2300,"2025-02-21 17:55:27.525220","train",1,0.025424379855394363,6.322069450912817e-05,"","","","",""
2400,"2025-02-21 17:55:47.902476","train",1,0.014573163352906704,6.661684466808529e-05,"","","","",""
2500,"2025-02-21 17:56:08.409044","train",1,0.02381196618080139,7.014230592991013e-05,"","","","",""
2600,"2025-02-21 17:56:28.836540","train",1,0.0034286687150597572,7.37952204601344e-05,"","","","",""
2700,"2025-02-21 17:56:48.979996","train",1,0.020958544686436653,7.757366325944059e-05,"","","","",""
2800,"2025-02-21 17:57:09.119906","train",1,0.016983332112431526,8.147564317809034e-05,"","","","",""
2900,"2025-02-21 17:57:29.602769","train",1,0.05739736557006836,8.549910396521366e-05,"","","","",""
3000,"2025-02-21 17:57:50.233798","train",1,0.004435929469764233,8.964192535240419e-05,"","","","",""
3100,"2025-02-21 17:58:10.675579","train",1,0.036676034331321716,9.390192417104998e-05,"","","","",""
3200,"2025-02-21 17:58:30.925944","train",1,0.008352680131793022,9.827685550281226e-05,"","","","",""
3300,"2025-02-21 17:58:51.066581","train",1,0.02100064978003502,0.0001027644138626439,"","","","",""
3400,"2025-02-21 17:59:11.178612","train",1,0.014932392165064812,0.00010736223441372482,"","","","",""
3500,"2025-02-21 17:59:31.363744","train",1,0.03680668771266937,0.00011206789421367574,"","","","",""
3600,"2025-02-21 17:59:51.693380","train",1,0.012764382176101208,0.00011687891349139088,"","","","",""
3700,"2025-02-21 18:00:12.034922","train",1,0.020597198978066444,0.00012179275695381833,"","","","",""
3800,"2025-02-21 18:00:32.838544","train",1,0.02405555173754692,0.00012680683512200001,"","","","",""
3900,"2025-02-21 18:00:53.015220","train",1,0.01604951173067093,0.00013191850569566494,"","","","",""
4000,"2025-02-21 18:01:14.021983","train",1,0.031816400587558746,0.00013712507494565953,"","","","",""
4100,"2025-02-21 18:01:34.162111","train",1,0.009030950255692005,0.000142423799133478,"","","","",""
4200,"2025-02-21 18:01:55.094366","train",1,0.0076987543143332005,0.0001478118859571486,"","","","",""
4300,"2025-02-21 18:02:15.528853","train",1,0.008228778839111328,0.0001532864960227097,"","","","",""
4400,"2025-02-21 18:02:35.996787","train",1,0.014235477894544601,0.00015884474434050357,"","","","",""
4500,"2025-02-21 18:02:56.787043","train",1,0.019394440576434135,0.00016448370184549686,"","","","",""
4562,"2025-02-21 18:11:00.158022","train",1,"","",0.8220804852129034,0.12495352613875403,0.9799601326172731,0.0,0.3666039993163562
4562,"2025-02-21 18:12:59.365447","val",1,"","",0.8218287547713959,0.13500888967135127,0.9791635313915149,0.0,0.36835193696651347
4600,"2025-02-21 18:13:08.498794","train",2,0.011757775209844112,0.0001702003969408295,"","","","",""
4700,"2025-02-21 18:13:29.477546","train",2,0.0099675627425313,0.00017599181706377435,"","","","",""
4800,"2025-02-21 18:13:50.250758","train",2,0.03287123516201973,0.00018185491027328753,"","","","",""
4900,"2025-02-21 18:14:10.454001","train",2,0.035626813769340515,0.00018778658685830832,"","","","",""
5000,"2025-02-21 18:14:30.647276","train",2,0.014933343976736069,0.0001937837209659638,"","","","",""
5100,"2025-02-21 18:14:51.246046","train",2,0.02562825381755829,0.00019984315224881913,"","","","",""
5200,"2025-02-21 18:15:12.115328","train",2,0.01756272278726101,0.00020596168753030575,"","","","",""
5300,"2025-02-21 18:15:33.001347","train",2,0.008114852011203766,0.00021213610248744955,"","","","",""
5400,"2025-02-21 18:15:53.133866","train",2,0.024713201448321342,0.00021836314335001275,"","","","",""
5500,"2025-02-21 18:16:13.461937","train",2,0.01237163320183754,0.00022463952861515355,"","","","",""
5600,"2025-02-21 18:16:33.660863","train",2,0.004003901965916157,0.0002309619507767005,"","","","",""
5700,"2025-02-21 18:16:53.857344","train",2,0.03334490954875946,0.0002373270780681294,"","","","",""
5800,"2025-02-21 18:17:14.045327","train",2,0.02754109352827072,0.00024373155621832575,"","","","",""
5900,"2025-02-21 18:17:34.079962","train",2,0.005186067428439856,0.00025017201021920564,"","","","",""
6000,"2025-02-21 18:17:54.405134","train",2,0.0032538482919335365,0.00025664504610426505,"","","","",""
6100,"2025-02-21 18:18:14.840861","train",2,0.011343888007104397,0.00026314725273711995,"","","","",""
6200,"2025-02-21 18:18:35.185530","train",2,0.022357603535056114,0.00026967520360909403,"","","","",""
6300,"2025-02-21 18:18:56.174346","train",2,0.019651416689157486,0.0002762254586449076,"","","","",""
6400,"2025-02-21 18:19:16.725474","train",2,0.02212822623550892,0.0002827945660155154,"","","","",""
6500,"2025-02-21 18:19:36.846021","train",2,0.020726792514324188,0.0002893790639571392,"","","","",""
6600,"2025-02-21 18:19:56.943489","train",2,0.004243102855980396,0.0002959754825955348,"","","","",""
6700,"2025-02-21 18:20:17.187963","train",2,0.022588707506656647,0.0003025803457745334,"","","","",""
6800,"2025-02-21 18:20:37.043673","train",2,0.002960698679089546,0.00030919017288789366,"","","","",""
6843,"2025-02-21 18:28:02.331430","train",2,"","",0.8258836746515732,0.1305257239687348,0.9799601326172731,0.0,0.3751495470859682
6843,"2025-02-21 18:29:49.377212","val",2,"","",0.8303662320502964,0.14547214092352823,0.9791635313915149,0.0,0.3808273145108339
6900,"2025-02-21 18:30:00.965390","train",3,0.008078120648860931,0.00031580148071349857,"","","","",""
