"step","time","part","epoch","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score","loss","lr"
312,"2026-02-13 01:54:29.020799","val",7,0.7086933888599687,0.05390371225312826,0.9604810996563574,0.0,0.0,0.058823529411764705,"",""
351,"2026-02-13 01:55:38.175823","train",8,0.8226805259389237,0.2705144064366103,0.9285714285714286,0.18604651162790697,0.11976047904191617,0.17365269461077845,"",""
351,"2026-02-13 01:56:02.612368","val",8,0.6830817282665278,0.047574856216825986,0.9553264604810997,0.0,0.0,0.0,"",""
390,"2026-02-13 01:57:11.460396","train",9,0.8474325986660057,0.37148905942272514,0.9379591836734694,0.20833333333333334,0.11976047904191617,0.2874251497005988,"",""
390,"2026-02-13 01:57:36.247024","val",9,0.68558042686101,0.05067755674078628,0.9656357388316151,0.0,0.0,0.058823529411764705,"",""
400,"2026-02-13 01:57:59.504827","train",10,"","","","","","",0.6765900105492619,0.00015727923376009835
429,"2026-02-13 01:58:44.666061","train",10,0.8590755414270015,0.3917977511221782,0.9391836734693878,0.2198952879581152,0.12574850299401197,0.32934131736526945,"",""
429,"2026-02-13 01:59:09.112213","val",10,0.7142113482561165,0.052382469197404934,0.9656357388316151,0.0,0.0,0.0,"",""
468,"2026-02-13 02:00:18.032817","train",11,0.8408491820563866,0.406441787807436,0.9391836734693878,0.2436548223350254,0.1437125748502994,0.30538922155688625,"",""
468,"2026-02-13 02:00:42.684170","val",11,0.6332118688183238,0.04426813182380915,0.9656357388316151,0.0,0.0,0.058823529411764705,"",""
500,"2026-02-13 02:01:14.008415","train",12,"","","","","","",0.5999909011850832,0.00010345200009051524
507,"2026-02-13 02:01:51.825573","train",12,0.8674844791363397,0.46063229389003285,0.9416326530612245,0.26666666666666666,0.15568862275449102,0.3473053892215569,"",""
507,"2026-02-13 02:02:16.434050","val",12,0.7031754294638208,0.04974814459839842,0.9690721649484536,0.0,0.0,0.0,"",""
546,"2026-02-13 02:03:25.417563","train",13,0.9297541579128209,0.6868924788254566,0.9612244897959183,0.6570397111913358,0.5449101796407185,0.5449101796407185,"",""
546,"2026-02-13 02:03:49.798505","val",13,0.7558563248308172,0.09312409885136753,0.9587628865979382,0.07692307692307693,0.058823529411764705,0.23529411764705882,"",""
585,"2026-02-13 02:04:58.880679","train",14,0.9138070770417115,0.656587177561059,0.9489795918367347,0.5901639344262295,0.5389221556886228,0.5389221556886228,"",""
585,"2026-02-13 02:05:24.445087","val",14,0.7450286309213952,0.09092132506371661,0.9432989690721649,0.10810810810810811,0.11764705882352941,0.17647058823529413,"",""
600,"2026-02-13 02:05:49.437085","train",15,"","","","","","",0.6420563144914921,4.851323939645702e-05
624,"2026-02-13 02:06:32.796742","train",15,0.9341448509026625,0.7168836242162986,0.9608163265306122,0.6595744680851063,0.5568862275449101,0.5688622754491018,"",""
624,"2026-02-13 02:06:57.217946","val",15,0.7599167100468507,0.0927650124398075,0.9553264604810997,0.13333333333333333,0.11764705882352941,0.17647058823529413,"",""
663,"2026-02-13 02:08:06.763703","train",16,0.9449956853703894,0.7594126025693428,0.9648979591836735,0.6814814814814815,0.5508982035928144,0.5688622754491018,"",""
663,"2026-02-13 02:08:31.407391","val",16,0.7226444560124934,0.0863985146099893,0.9587628865979382,0.14285714285714285,0.11764705882352941,0.17647058823529413,"",""
700,"2026-02-13 02:09:04.462545","train",17,"","","","","","",0.5914632982574403,1.0155012056071251e-05
702,"2026-02-13 02:09:40.157898","train",17,0.9539632954852449,0.7775816633507098,0.9673469387755103,0.7014925373134329,0.562874251497006,0.5988023952095808,"",""
702,"2026-02-13 02:10:04.921912","val",17,0.7097345132743362,0.09488570974083425,0.9587628865979382,0.07692307692307693,0.058823529411764705,0.23529411764705882,"",""
741,"2026-02-13 02:11:14.008721","train",18,0.9572392665391949,0.7875072896450969,0.9673469387755103,0.7037037037037037,0.5688622754491018,0.6167664670658682,"",""
741,"2026-02-13 02:11:38.753952","val",18,0.6979698073919834,0.09281034795790301,0.9587628865979382,0.07692307692307693,0.058823529411764705,0.23529411764705882,"",""
780,"2026-02-13 02:12:47.664431","train",19,0.9575067998038088,0.789083633764238,0.9673469387755103,0.7037037037037037,0.5688622754491018,0.6167664670658682,"",""
780,"2026-02-13 02:13:12.136059","val",19,0.6912024986985945,0.075331291027456,0.9570446735395189,0.0,0.0,0.23529411764705882,"",""
