"step","time","part","epoch","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score","loss","lr"
37,"2026-03-10 22:03:26.539579","val",0,0.35097001763668434,0.018430424564513596,0.9759036144578314,0.0,0.0,0.0,"",""
74,"2026-03-10 22:04:17.305896","val",1,0.5180146132527086,0.026863875104961705,0.9759036144578314,0.0,0.0,0.0,"",""
100,"2026-03-10 22:04:40.771841","train",2,"","","","","","",0.5380268096923828,8.972407258633745e-05
111,"2026-03-10 22:05:07.749954","val",2,0.6268581506676745,0.03785220737406335,0.9759036144578314,0.0,0.0,0.0,"",""
148,"2026-03-10 22:06:05.852534","val",3,0.43373645754598134,0.023610427994397082,0.9759036144578314,0.0,0.0,0.0,"",""
185,"2026-03-10 22:07:03.890974","val",4,0.7084908037288989,0.057920216400307714,0.9759036144578314,0.0,0.0,0.21428571428571427,"",""
200,"2026-03-10 22:07:29.168017","train",5,"","","","","","",0.6077636480331421,0.00019575412284332996
222,"2026-03-10 22:08:02.951077","val",5,0.6809019904257999,0.04768346418265469,0.9759036144578314,0.0,0.0,0.07142857142857142,"",""
259,"2026-03-10 22:09:02.139302","val",6,0.6485260770975056,0.12645055942929528,0.9759036144578314,0.0,0.0,0.21428571428571427,"",""
296,"2026-03-10 22:10:01.653175","val",7,0.6792642983119174,0.04967063575859293,0.9759036144578314,0.0,0.0,0.14285714285714285,"",""
300,"2026-03-10 22:10:23.619470","train",8,"","","","","","",0.5805030465126038,0.00018873999183496482
333,"2026-03-10 22:11:01.219759","val",8,0.6694381456286218,0.0446173502073344,0.9759036144578314,0.0,0.0,0.07142857142857142,"",""
370,"2026-03-10 22:12:00.047533","val",9,0.6461325270849081,0.0364193066396495,0.9759036144578314,0.0,0.0,0.0,"",""
