"step","time","part","epoch","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score","loss","lr"
37,"2026-03-10 18:03:40.101512","val",0,0.4328546233308138,0.021179087589933372,0.9759036144578314,0.0,0.0,0.0,"",""
74,"2026-03-10 18:04:36.122341","val",1,0.652053413958176,0.035915594085042045,0.9759036144578314,0.0,0.0,0.0,"",""
100,"2026-03-10 18:05:02.809752","train",2,"","","","","","",0.6163971424102783,8.972407258633745e-05
111,"2026-03-10 18:05:32.342230","val",2,0.7045855379188712,0.08641589453424421,0.9759036144578314,0.0,0.0,0.21428571428571427,"",""
148,"2026-03-10 18:06:36.563326","val",3,0.7770219198790627,0.1117310053019718,0.9759036144578314,0.0,0.0,0.2857142857142857,"",""
185,"2026-03-10 18:07:40.167388","val",4,0.7776518014613253,0.09618361446659753,0.9759036144578314,0.0,0.0,0.2857142857142857,"",""
200,"2026-03-10 18:08:08.546519","train",5,"","","","","","",0.5337080359458923,0.00019575412284332996
222,"2026-03-10 18:08:44.899315","val",5,0.8245149911816578,0.21472795402298514,0.9759036144578314,0.0,0.0,0.35714285714285715,"",""
259,"2026-03-10 18:09:49.157106","val",6,0.8087679516250945,0.24265257068997412,0.9759036144578314,0.0,0.0,0.2857142857142857,"",""
296,"2026-03-10 18:10:53.350149","val",7,0.764172335600907,0.18971516883630885,0.9759036144578314,0.0,0.0,0.35714285714285715,"",""
300,"2026-03-10 18:11:17.412298","train",8,"","","","","","",0.5511807799339294,0.00018873999183496482
333,"2026-03-10 18:11:57.634188","val",8,0.7785336356764929,0.150266213490139,0.9759036144578314,0.0,0.0,0.21428571428571427,"",""
370,"2026-03-10 18:13:01.030072","val",9,0.625976316452507,0.18067559227706312,0.9759036144578314,0.0,0.0,0.21428571428571427,"",""
400,"2026-03-10 18:13:34.210976","train",10,"","","","","","",0.5936578512191772,0.00014663768529063687
407,"2026-03-10 18:14:04.637236","val",10,0.7899974804736709,0.18056621473177825,0.9759036144578314,0.0,0.0,0.2857142857142857,"",""
