"step","time","part","epoch","loss","lr","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score"
100,"2026-02-05 19:18:12.234164","train",0,0.052795657446968576,8.005745383324564e-06,"","","","","",""
200,"2026-02-05 19:18:25.345216","train",0,0.04893019669923195,8.022980845601786e-06,"","","","","",""
300,"2026-02-05 19:18:38.557302","train",0,0.04573907930555884,8.051704323824626e-06,"","","","","",""
400,"2026-02-05 19:18:51.836574","train",0,0.04818224423071501,8.0919123799224e-06,"","","","","",""
500,"2026-02-05 19:19:05.207773","train",0,0.041222970032816594,8.143600201172325e-06,"","","","","",""
600,"2026-02-05 19:19:18.627515","train",0,0.061343390431230264,8.206761600775523e-06,"","","","","",""
700,"2026-02-05 19:19:32.113846","train",0,0.04044379170078119,8.281389018597511e-06,"","","","","",""
800,"2026-02-05 19:19:45.602654","train",0,0.036629589912596065,8.367473522073314e-06,"","","","","",""
900,"2026-02-05 19:19:59.126325","train",0,0.04284942349760294,8.465004807276411e-06,"","","","","",""
1000,"2026-02-05 19:20:12.663636","train",0,0.07279327775957416,8.573971200152283e-06,"","","","","",""
1100,"2026-02-05 19:20:26.212397","train",0,0.024620032301903853,8.694359657915546e-06,"","","","","",""
1200,"2026-02-05 19:20:39.767647","train",0,0.03621513104648481,8.82615577061128e-06,"","","","","",""
1300,"2026-02-05 19:20:53.318529","train",0,0.0428431858858834,8.969343762839675e-06,"","","","","",""
1400,"2026-02-05 19:21:06.876060","train",0,0.04105331044322668,9.123906495644432e-06,"","","","","",""
1500,"2026-02-05 19:21:20.453852","train",0,0.035916407507881346,9.289825468564215e-06,"","","","","",""
1600,"2026-02-05 19:21:34.018102","train",0,0.03274254366742361,9.467080821846865e-06,"","","","","",""
1700,"2026-02-05 19:21:47.569727","train",0,0.024144493771930196,9.655651338826747e-06,"","","","","",""
1800,"2026-02-05 19:22:01.122975","train",0,0.04904950615110874,9.855514448464236e-06,"","","","","",""
1900,"2026-02-05 19:22:14.691244","train",0,0.034145799728170736,1.0066646228047265e-05,"","","","","",""
2000,"2026-02-05 19:22:28.235207","train",0,0.05241621244900771,1.0289021406054903e-05,"","","","","",""
2100,"2026-02-05 19:22:41.796625","train",0,0.06934215579495374,1.0522613365182137e-05,"","","","","",""
2200,"2026-02-05 19:22:55.355216","train",0,0.06206561320680966,1.0767394145525937e-05,"","","","","",""
2300,"2026-02-05 19:23:08.948642","train",0,0.027518921922724135,1.1023334447931839e-05,"","","","","",""
2400,"2026-02-05 19:23:22.545959","train",0,0.023318703014142357,1.1290403637500982e-05,"","","","","",""
2500,"2026-02-05 19:23:36.125481","train",0,0.0407067701274124,1.1568569747256937e-05,"","","","","",""
2600,"2026-02-05 19:23:49.697319","train",0,0.027739579901354013,1.1857799481972044e-05,"","","","","",""
2700,"2026-02-05 19:24:03.270774","train",0,0.04290015030098688,1.2158058222152645e-05,"","","","","",""
2800,"2026-02-05 19:24:16.841501","train",0,0.02564424020605506,1.2469310028182955e-05,"","","","","",""
2900,"2026-02-05 19:24:30.426876","train",0,0.01960862520307227,1.2791517644626768e-05,"","","","","",""
3000,"2026-02-05 19:24:44.045419","train",0,0.021909738485704197,1.3124642504686897e-05,"","","","","",""
3100,"2026-02-05 19:24:57.597893","train",0,0.043849719291408344,1.3468644734821345e-05,"","","","","",""
3200,"2026-02-05 19:25:11.155715","train",0,0.0286328838243107,1.382348315951597e-05,"","","","","",""
3300,"2026-02-05 19:25:24.699780","train",0,0.03734885668706958,1.4189115306213155e-05,"","","","","",""
3400,"2026-02-05 19:25:38.264225","train",0,0.03408134166609129,1.4565497410395364e-05,"","","","","",""
3500,"2026-02-05 19:25:51.848711","train",0,0.03338053820033698,1.4952584420823816e-05,"","","","","",""
3600,"2026-02-05 19:26:05.413694","train",0,0.046859132608460904,1.5350330004930684e-05,"","","","","",""
3700,"2026-02-05 19:26:18.993084","train",0,0.06236384102301465,1.5758686554364975e-05,"","","","","",""
3800,"2026-02-05 19:26:32.558199","train",0,0.03022460644095987,1.6177605190691077e-05,"","","","","",""
3900,"2026-02-05 19:26:46.113020","train",0,0.046718066439231626,1.6607035771239268e-05,"","","","","",""
4000,"2026-02-05 19:26:59.686002","train",0,0.03598672180348649,1.7046926895107514e-05,"","","","","",""
