"step","time","part","epoch","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score","loss","lr"
39,"2026-02-13 02:48:35.775736","train",0,0.4281601896537126,0.05447926453728649,0.9365014338385907,0.0,0.0,0.025806451612903226,"",""
39,"2026-02-13 02:48:59.722152","val",0,0.34267367192060716,0.015982133929039258,0.9794168096054888,0.0,0.0,0.0,"",""
78,"2026-02-13 02:49:58.639743","train",1,0.7548979764626195,0.13878736066344857,0.9365014338385907,0.0,0.0,0.12903225806451613,"",""
78,"2026-02-13 02:50:22.444472","val",1,0.7622591943957968,0.06913915970504864,0.9794168096054888,0.0,0.0,0.16666666666666666,"",""
100,"2026-02-13 02:50:44.583857","train",2,"","","","","","",0.6485528834469733,8.281830657740928e-05
117,"2026-02-13 02:51:21.293606","train",2,0.7714588095842858,0.1656154613350434,0.9365014338385907,0.0,0.0,0.16774193548387098,"",""
117,"2026-02-13 02:51:45.153995","val",2,0.7933450087565674,0.09027411121388347,0.9794168096054888,0.0,0.0,0.16666666666666666,"",""
156,"2026-02-13 02:52:52.336558","train",3,0.7090847515028362,0.10324008416515716,0.9365014338385907,0.0,0.0,0.07096774193548387,"",""
156,"2026-02-13 02:53:16.102151","val",3,0.6169001751313485,0.03042354584949611,0.9794168096054888,0.0,0.0,0.0,"",""
195,"2026-02-13 02:54:23.385588","train",4,0.7587192729941016,0.1771936362333193,0.9365014338385907,0.0,0.0,0.18064516129032257,"",""
195,"2026-02-13 02:54:47.119078","val",4,0.7219789842381786,0.06098028805002634,0.9794168096054888,0.0,0.0,0.16666666666666666,"",""
200,"2026-02-13 02:55:08.178567","train",5,"","","","","","",0.7567228082014481,0.00019065283049482035
234,"2026-02-13 02:55:54.304533","train",5,0.806931391640561,0.1805829291042416,0.9365014338385907,0.0,0.0,0.14838709677419354,"",""
234,"2026-02-13 02:56:18.173582","val",5,0.7618213660245184,0.08947440624571837,0.9794168096054888,0.0,0.0,0.16666666666666666,"",""
273,"2026-02-13 02:57:25.395152","train",6,0.7947647673073124,0.22382973984460397,0.9365014338385907,0.0,0.0,0.16774193548387098,"",""
273,"2026-02-13 02:57:49.295481","val",6,0.7854640980735551,0.06979413173212583,0.9794168096054888,0.0,0.0,0.16666666666666666,"",""
300,"2026-02-13 02:58:18.175312","train",7,"","","","","","",0.6482974712911527,0.0001926608277306569
