"step","time","part","epoch","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score","loss","lr"
13,"2026-02-12 22:29:11.247827","train",0,0.5340796830914274,0.08015630297660195,0.9271765663140765,0.0,0.0,0.027932960893854747,"",""
13,"2026-02-12 22:29:34.496440","val",0,0.3659919028340081,0.017892830099538133,0.9777015437392796,0.0,0.0,0.0,"",""
26,"2026-02-12 22:30:27.161565","train",1,0.6594666875847242,0.19682469391840207,0.9271765663140765,0.0,0.0,0.1787709497206704,"",""
26,"2026-02-12 22:30:50.325647","val",1,0.6371120107962214,0.04080813589235249,0.9777015437392796,0.0,0.0,0.07692307692307693,"",""
39,"2026-02-12 22:31:42.940411","train",2,0.7516601665436914,0.290460603454198,0.9300244100895037,0.07526881720430108,0.03910614525139665,0.21787709497206703,"",""
39,"2026-02-12 22:32:06.187579","val",2,0.5855600539811066,0.028963316123585166,0.9777015437392796,0.0,0.0,0.0,"",""
52,"2026-02-12 22:32:58.727844","train",3,0.803312243682297,0.3541866620365878,0.9300244100895037,0.3228346456692913,0.22905027932960895,0.2849162011173184,"",""
52,"2026-02-12 22:33:21.965212","val",3,0.6384615384615385,0.08213477210786788,0.9656946826758147,0.16666666666666666,0.15384615384615385,0.3076923076923077,"",""
65,"2026-02-12 22:34:14.625635","train",4,0.829627323559044,0.45443222215284235,0.9328722538649309,0.4329896907216495,0.35195530726256985,0.3687150837988827,"",""
65,"2026-02-12 22:34:38.097076","val",4,0.8,0.09485493235779258,0.9519725557461407,0.125,0.15384615384615385,0.15384615384615385,"",""
78,"2026-02-12 22:35:30.810354","train",5,0.9160001078587345,0.6138240544976318,0.8022782750203418,0.39097744360902253,0.8715083798882681,0.4581005586592179,"",""
78,"2026-02-12 22:35:53.790278","val",5,0.7771929824561403,0.07515505694259073,0.7461406518010292,0.0975609756097561,0.6153846153846154,0.15384615384615385,"",""
91,"2026-02-12 22:36:46.294793","train",6,0.9136835964024209,0.6762641112699419,0.6838893409275834,0.29041095890410956,0.888268156424581,0.5195530726256983,"",""
91,"2026-02-12 22:37:09.505496","val",6,0.6232118758434548,0.05720651511211191,0.5900514579759862,0.04780876494023904,0.46153846153846156,0.23076923076923078,"",""
100,"2026-02-12 22:37:32.730631","train",7,"","","","","","",0.6453570786553124,0.0008649989207926915
104,"2026-02-12 22:38:02.185370","train",7,0.8981200712848182,0.6547687285499264,0.6175752644426363,0.2563291139240506,0.9050279329608939,0.5027932960893855,"",""
104,"2026-02-12 22:38:25.379056","val",7,0.7017543859649122,0.08033089014723581,0.58147512864494,0.07575757575757576,0.7692307692307693,0.07692307692307693,"",""
117,"2026-02-12 22:39:18.187050","train",8,0.9480807273600839,0.8075057386940742,0.8812042310821806,0.5100671140939598,0.8491620111731844,0.6256983240223464,"",""
117,"2026-02-12 22:39:41.506668","val",8,0.6659919028340081,0.060141312514837425,0.8250428816466552,0.07272727272727272,0.3076923076923077,0.15384615384615385,"",""
130,"2026-02-12 22:40:34.075045","train",9,0.9519146151036547,0.830566235932125,0.7188771358828315,0.3258536585365854,0.9329608938547486,0.6480446927374302,"",""
130,"2026-02-12 22:40:57.324862","val",9,0.6417004048582996,0.05549254561527611,0.6500857632933105,0.06422018348623854,0.5384615384615384,0.07692307692307693,"",""
