"step","time","part","epoch","loss","lr","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score"
100,"2026-02-15 18:21:04.027465","train",0,0.7252780795097351,3.6363179821643555e-05,"","","","","",""
200,"2026-02-15 18:21:29.364555","train",0,0.7192157506942749,3.7452108640357554e-05,"","","","","",""
300,"2026-02-15 18:21:55.129303","train",0,0.6970056295394897,3.926495554422416e-05,"","","","","",""
400,"2026-02-15 18:22:21.012973","train",0,0.7432553768157959,4.17986724340993e-05,"","","","","",""
500,"2026-02-15 18:22:47.198439","train",0,0.7504827380180359,4.504899914864859e-05,"","","","","",""
600,"2026-02-15 18:23:13.013403","train",0,0.7154423594474792,4.901047062733305e-05,"","","","","",""
700,"2026-02-15 18:23:38.664699","train",0,0.6727561950683594,5.367642609929561e-05,"","","","","",""
800,"2026-02-15 18:24:04.565603","train",0,0.6499080657958984,5.903902028270259e-05,"","","","","",""
900,"2026-02-15 18:24:30.482575","train",0,0.7866736650466919,6.508923657570645e-05,"","","","","",""
1000,"2026-02-15 18:24:56.472077","train",0,0.6910486221313477,7.181690221685249e-05,"","","","","",""
1100,"2026-02-15 18:25:22.556693","train",0,0.7627462148666382,7.921070538943872e-05,"","","","","",""
1200,"2026-02-15 18:25:48.708483","train",0,0.7281984090805054,8.725821424106943e-05,"","","","","",""
1277,"2026-02-15 18:36:06.326769","train",0,"","",0.8032655431992614,0.28800330990666906,0.25967024445986203,0.1482587485151118,0.9778273256534126,0.27938808373590984
1277,"2026-02-15 18:38:30.696366","val",0,"","",0.7980276692916066,0.11786287438335502,0.22740504811808623,0.048183620944263955,0.9802575107296138,0.3236051502145923
1300,"2026-02-15 18:38:57.685973","train",1,0.6402885913848877,9.594589778642328e-05,"","","","","",""
1400,"2026-02-15 18:39:22.981746","train",1,0.6677757501602173,0.00010525914865809041,"","","","","",""
1500,"2026-02-15 18:39:48.803039","train",1,0.6402938365936279,0.00011518230766722614,"","","","","",""
1600,"2026-02-15 18:40:14.527109","train",1,0.6200113296508789,0.00012569869013272347,"","","","","",""
1700,"2026-02-15 18:40:40.219426","train",1,0.7421180009841919,0.0001367906139346373,"","","","","",""
1800,"2026-02-15 18:41:06.380040","train",1,0.6253359317779541,0.0001484394292446896,"","","","","",""
1900,"2026-02-15 18:41:32.571777","train",1,0.6976546049118042,0.000160625549883868,"","","","","",""
2000,"2026-02-15 18:41:58.602472","train",1,0.6594333052635193,0.00017332848625439335,"","","","","",""
2100,"2026-02-15 18:42:24.710438","train",1,0.66838139295578,0.00018652687979068552,"","","","","",""
2200,"2026-02-15 18:42:50.794242","train",1,0.6904386878013611,0.00020019853887139917,"","","","","",""
2300,"2026-02-15 18:43:16.663443","train",1,0.6390857696533203,0.00021432047613215253,"","","","","",""
2400,"2026-02-15 18:43:42.952661","train",1,0.6196584105491638,0.00022886894711620666,"","","","","",""
2500,"2026-02-15 18:44:09.292699","train",1,0.6682652235031128,0.00024381949019811164,"","","","","",""
2554,"2026-02-15 18:54:20.058755","train",1,"","",0.824181423673534,0.3212987245850364,0.8447904338244296,0.3351572469975351,0.5937074197943764,0.3090548742722656
2554,"2026-02-15 18:56:44.804632","val",1,"","",0.8130628140117548,0.12625856775624333,0.8569300318504058,0.13571945794972587,0.5630901287553648,0.34763948497854075
2600,"2026-02-15 18:57:17.423496","train",2,0.6501839756965637,0.0002591469677131916,"","","","","",""
2700,"2026-02-15 18:57:42.651917","train",2,0.6840633153915405,0.00027482560822371437,"","","","","",""
2800,"2026-02-15 18:58:08.319135","train",2,0.635230302810669,0.00029082904985067897,"","","","","",""
2900,"2026-02-15 18:58:33.794447","train",2,0.6275953650474548,0.0003071303845983643,"","","","","",""
3000,"2026-02-15 18:58:59.938557","train",2,0.6424321532249451,0.00032370220359711176,"","","","","",""
3100,"2026-02-15 18:59:25.861587","train",2,0.6385018229484558,0.00034051664318827187,"","","","","",""
3200,"2026-02-15 18:59:52.158267","train",2,0.6776634454727173,0.00035754543177382743,"","","","","",""
3300,"2026-02-15 19:00:18.675688","train",2,0.6433596014976501,0.0003747599373519206,"","","","","",""
3400,"2026-02-15 19:00:44.930009","train",2,0.6377537250518799,0.0003921312156583589,"","","","","",""
3500,"2026-02-15 19:01:11.753821","train",2,0.6077472567558289,0.00040963005883315614,"","","","","",""
3600,"2026-02-15 19:01:38.507519","train",2,0.6176599264144897,0.00042722704453027895,"","","","","",""
3700,"2026-02-15 19:02:04.778492","train",2,0.6340453028678894,0.0004448925853880285,"","","","","",""
3800,"2026-02-15 19:02:31.570803","train",2,0.7078565359115601,0.0004625969787768771,"","","","","",""
3831,"2026-02-15 19:12:44.306647","train",2,"","",0.8366278847665659,0.36473620759962366,0.87173407337877,0.3685278575877519,0.5680044593088072,0.345100953796606
3831,"2026-02-15 19:15:08.361484","val",2,"","",0.819353363845358,0.15120037232210393,0.8834377889653755,0.15262044068218597,0.5261802575107296,0.36137339055793993
3900,"2026-02-15 19:15:46.745855","train",3,0.6252142190933228,0.0004803104567411154,"","","","","",""
4000,"2026-02-15 19:16:11.663433","train",3,0.7415103316307068,0.000498003236050337,"","","","","",""
4100,"2026-02-15 19:16:37.205982","train",3,0.6549636721611023,0.0005156455682766073,"","","","","",""
4200,"2026-02-15 19:17:03.077877","train",3,0.6735210418701172,0.0005332077898131146,"","","","","",""
4300,"2026-02-15 19:17:29.101767","train",3,0.6899517774581909,0.0005506603717502047,"","","","","",""
4400,"2026-02-15 19:17:54.911701","train",3,0.6516177654266357,0.0005679739695249374,"","","","","",""
