"step","time","part","epoch","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score","loss","lr"
39,"2026-02-13 02:20:54.087928","train",0,0.5094456082597636,0.06414656983080383,0.9329517579721995,0.0,0.0,0.03048780487804878,"",""
39,"2026-02-13 02:21:17.953137","val",0,0.4164017800381437,0.029427720372568165,0.9811320754716981,0.0,0.0,0.18181818181818182,"",""
78,"2026-02-13 02:22:16.750487","train",1,0.7495991962548898,0.1703172898039324,0.9329517579721995,0.0,0.0,0.18292682926829268,"",""
78,"2026-02-13 02:22:40.400625","val",1,0.7945009535918627,0.20894795287174414,0.9811320754716981,0.0,0.0,0.36363636363636365,"",""
100,"2026-02-13 02:23:02.619079","train",2,"","","","","","",0.6771293402285664,8.281830657740928e-05
117,"2026-02-13 02:23:39.310438","train",2,0.7804049721040592,0.19290521267659816,0.9329517579721995,0.0,0.0,0.2073170731707317,"",""
117,"2026-02-13 02:24:03.254526","val",2,0.7913223140495868,0.06045670537974064,0.9811320754716981,0.0,0.0,0.2727272727272727,"",""
156,"2026-02-13 02:25:10.337746","train",3,0.843192214788055,0.37698751179533935,0.9329517579721995,0.0,0.0,0.29878048780487804,"",""
156,"2026-02-13 02:25:34.096425","val",3,0.9346789574062302,0.26624157306412755,0.9811320754716981,0.0,0.0,0.5454545454545454,"",""
195,"2026-02-13 02:26:41.179757","train",4,0.8439270216540903,0.40230119735851166,0.9394930498773508,0.28846153846153844,0.18292682926829268,0.32926829268292684,"",""
195,"2026-02-13 02:27:05.535812","val",4,0.9235537190082644,0.2912279659338483,0.9777015437392796,0.23529411764705882,0.18181818181818182,0.6363636363636364,"",""
200,"2026-02-13 02:27:27.217947","train",5,"","","","","","",0.669954333086207,0.00019065283049482035
234,"2026-02-13 02:28:14.675495","train",5,0.8906420341591672,0.48968004633040774,0.9002452984464432,0.42452830188679247,0.5487804878048781,0.4024390243902439,"",""
234,"2026-02-13 02:28:39.210113","val",5,0.9016211061665608,0.38602172641600113,0.9262435677530018,0.2711864406779661,0.7272727272727273,0.6363636363636364,"",""
273,"2026-02-13 02:29:48.068263","train",6,0.9189735148885232,0.6057660181708439,0.946852003270646,0.4583333333333333,0.3353658536585366,0.4817073170731707,"",""
273,"2026-02-13 02:30:12.475261","val",6,0.8868404322949778,0.4325766160144282,0.9845626072041166,0.47058823529411764,0.36363636363636365,0.5454545454545454,"",""
300,"2026-02-13 02:30:42.030750","train",7,"","","","","","",0.6785712744589546,0.0001926608277306569
312,"2026-02-13 02:31:21.514538","train",7,0.9313797268121673,0.6001300835245056,0.937448896156991,0.49169435215946844,0.45121951219512196,0.4329268292682927,"",""
312,"2026-02-13 02:31:45.344213","val",7,0.9136999364272091,0.4393967103109346,0.9622641509433962,0.35294117647058826,0.5454545454545454,0.6363636363636364,"",""
351,"2026-02-13 02:32:52.286406","train",8,0.9235373335328445,0.7303564573967487,0.9546197874080131,0.5152838427947598,0.3597560975609756,0.5914634146341463,"",""
351,"2026-02-13 02:33:16.573389","val",8,0.7652574698029244,0.10829764861059588,0.9811320754716981,0.15384615384615385,0.09090909090909091,0.18181818181818182,"",""
390,"2026-02-13 02:34:24.132768","train",9,0.9750165665547978,0.8734221568780337,0.9758789860997547,0.7972508591065293,0.7073170731707317,0.6951219512195121,"",""
390,"2026-02-13 02:34:48.034644","val",9,0.857120152574698,0.2422744034468046,0.9811320754716981,0.42105263157894735,0.36363636363636365,0.36363636363636365,"",""
400,"2026-02-13 02:35:11.041351","train",10,"","","","","","",0.6603658068706864,0.00015727923376009835
429,"2026-02-13 02:35:55.803985","train",10,0.9853760073534127,0.9208248629511594,0.982420278004906,0.8599348534201955,0.8048780487804879,0.7195121951219512,"",""
429,"2026-02-13 02:36:19.870616","val",10,0.8895422759059122,0.217448751925021,0.9794168096054888,0.3333333333333333,0.2727272727272727,0.5454545454545454,"",""
468,"2026-02-13 02:37:27.139478","train",11,0.9938383104251727,0.9604442253680711,0.9889615699100572,0.9174311926605505,0.9146341463414634,0.7378048780487805,"",""
468,"2026-02-13 02:37:51.897053","val",11,0.7773363000635729,0.05763125155481032,0.9639794168096055,0.0,0.0,0.18181818181818182,"",""
500,"2026-02-13 02:38:22.910099","train",12,"","","","","","",0.5582024999981513,0.00010345200009051524
507,"2026-02-13 02:39:00.102859","train",12,0.9983112802206024,0.9841097788497628,0.9955028618152085,0.9659442724458205,0.9512195121951219,0.7378048780487805,"",""
507,"2026-02-13 02:39:24.054506","val",12,0.7417355371900827,0.04971264861298505,0.9708404802744426,0.10526315789473684,0.09090909090909091,0.09090909090909091,"",""
546,"2026-02-13 02:40:32.410600","train",13,0.9992464889591929,0.9922114985154701,0.9971381847914963,0.9784615384615385,0.9695121951219512,0.7439024390243902,"",""
546,"2026-02-13 02:40:56.799976","val",13,0.7835346471710108,0.14037309948840776,0.9742710120068611,0.11764705882352941,0.09090909090909091,0.36363636363636365,"",""
