"step","time","part","epoch","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score","loss","lr"
39,"2026-02-13 03:25:29.327368","train",0,0.5247891239174293,0.07711293681194357,0.9271765663140765,0.0,0.0,0.07262569832402235,"",""
39,"2026-02-13 03:25:53.743287","val",0,0.49055330634278005,0.022495516226287114,0.9777015437392796,0.0,0.0,0.0,"",""
78,"2026-02-13 03:26:53.839655","train",1,0.7390750132984917,0.18689025630644654,0.9271765663140765,0.0,0.0,0.16201117318435754,"",""
78,"2026-02-13 03:27:18.080775","val",1,0.8774628879892037,0.1502424088403502,0.9777015437392796,0.0,0.0,0.3076923076923077,"",""
100,"2026-02-13 03:27:40.748356","train",2,"","","","","","",0.7155841322499327,8.281830657740928e-05
117,"2026-02-13 03:28:18.698733","train",2,0.7763402060592095,0.22114613964382074,0.9271765663140765,0.0,0.0,0.18994413407821228,"",""
117,"2026-02-13 03:28:43.139580","val",2,0.8321187584345479,0.16169174883837834,0.9777015437392796,0.0,0.0,0.38461538461538464,"",""
156,"2026-02-13 03:29:51.322190","train",3,0.7317822920471342,0.2461903228316053,0.9275834011391375,0.011111111111111112,0.00558659217877095,0.2011173184357542,"",""
156,"2026-02-13 03:30:15.686502","val",3,0.7415654520917678,0.0477602556638425,0.9777015437392796,0.0,0.0,0.07692307692307693,"",""
195,"2026-02-13 03:31:26.498707","train",4,0.7774506607573154,0.2639823966282237,0.9332790886899919,0.15463917525773196,0.08379888268156424,0.1787709497206704,"",""
195,"2026-02-13 03:31:51.816554","val",4,0.8244264507422403,0.07602796400679229,0.9777015437392796,0.0,0.0,0.15384615384615385,"",""
200,"2026-02-13 03:32:13.886940","train",5,"","","","","","",0.8020495816694164,0.00019065283049482035
234,"2026-02-13 03:33:01.577486","train",5,0.7901240620579938,0.27447661279124447,0.9332790886899919,0.16326530612244897,0.0893854748603352,0.19553072625698323,"",""
234,"2026-02-13 03:33:26.955051","val",5,0.7526315789473684,0.0782489918644477,0.9777015437392796,0.0,0.0,0.15384615384615385,"",""
273,"2026-02-13 03:34:38.105190","train",6,0.7781590965360187,0.3199289534232589,0.935720097640358,0.23300970873786409,0.1340782122905028,0.2346368715083799,"",""
273,"2026-02-13 03:35:03.236317","val",6,0.7477732793522267,0.0743379470904828,0.9691252144082333,0.0,0.0,0.15384615384615385,"",""
300,"2026-02-13 03:35:33.254181","train",7,"","","","","","",0.6689148963283513,0.0001926608277306569
312,"2026-02-13 03:36:14.189819","train",7,0.8121983326020185,0.3231371610597146,0.935313262815297,0.20100502512562815,0.11173184357541899,0.22346368715083798,"",""
312,"2026-02-13 03:36:39.321143","val",7,0.868421052631579,0.15554147979452768,0.9777015437392796,0.0,0.0,0.46153846153846156,"",""
351,"2026-02-13 03:37:50.918814","train",8,0.824474617653043,0.3541320139920849,0.9373474369406021,0.25961538461538464,0.15083798882681565,0.24022346368715083,"",""
351,"2026-02-13 03:38:16.527055","val",8,0.8524966261808368,0.08315416336486006,0.9708404802744426,0.0,0.0,0.15384615384615385,"",""
390,"2026-02-13 03:39:28.082702","train",9,0.8367018760065794,0.3810792420246549,0.9381611065907242,0.2761904761904762,0.16201117318435754,0.24022346368715083,"",""
390,"2026-02-13 03:39:53.856100","val",9,0.8390013495276653,0.08432860343848644,0.9691252144082333,0.0,0.0,0.15384615384615385,"",""
400,"2026-02-13 03:40:17.891701","train",10,"","","","","","",0.6561016297186142,0.00015727923376009835
429,"2026-02-13 03:41:04.176789","train",10,0.8419894053306729,0.3993539085340037,0.9389747762408462,0.29245283018867924,0.17318435754189945,0.25139664804469275,"",""
429,"2026-02-13 03:41:29.465964","val",10,0.8483130904183536,0.08893855774925932,0.9708404802744426,0.0,0.0,0.15384615384615385,"",""
468,"2026-02-13 03:42:39.709186","train",11,0.8504367053078754,0.42113149476981737,0.9373474369406021,0.3,0.18435754189944134,0.3240223463687151,"",""
468,"2026-02-13 03:43:04.949725","val",11,0.8556005398110662,0.10565851706213823,0.9708404802744426,0.0,0.0,0.23076923076923078,"",""
500,"2026-02-13 03:43:37.092888","train",12,"","","","","","",0.6438656556842034,0.00010345200009051524
507,"2026-02-13 03:44:15.378724","train",12,0.8359272541862672,0.4134838706489889,0.9401952807160293,0.3033175355450237,0.1787709497206704,0.30726256983240224,"",""
507,"2026-02-13 03:44:41.496193","val",12,0.8248313090418354,0.1571979421746813,0.9777015437392796,0.13333333333333333,0.07692307692307693,0.23076923076923078,"",""
546,"2026-02-13 03:45:52.577823","train",13,0.8557095266227225,0.4455176751497527,0.9397884458909682,0.29523809523809524,0.17318435754189945,0.3128491620111732,"",""
546,"2026-02-13 03:46:17.696838","val",13,0.853306342780027,0.09057240388700702,0.9777015437392796,0.0,0.0,0.23076923076923078,"",""
