"step","time","part","epoch","loss","lr","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score"
100,"2026-02-13 22:20:55.626635","train",0,0.6727725267410278,8.896482670947716e-06,"","","","","",""
200,"2026-02-13 22:21:08.769451","train",0,0.7255682945251465,1.1569187325888644e-05,"","","","","",""
300,"2026-02-13 22:21:22.006618","train",0,0.7622527480125427,1.5968196602162034e-05,"","","","","",""
383,"2026-02-13 22:24:10.466894","train",0,"","",0.7491780090490517,0.17059001584686148,0.9336189310485516,0.0,0.0,0.17762753534111864
383,"2026-02-13 22:25:03.030500","val",0,"","",0.7481971662261808,0.045488729590214626,0.9823660332134908,0.0,0.0,0.13592233009708737
400,"2026-02-13 22:25:24.490091","train",1,0.6775029897689819,2.2011351425069522e-05,"","","","","",""
500,"2026-02-13 22:25:37.697169","train",1,0.6922788619995117,2.9585785470098898e-05,"","","","","",""
600,"2026-02-13 22:25:50.963951","train",1,0.7280982136726379,3.855003313592501e-05,"","","","","",""
700,"2026-02-13 22:26:04.287199","train",1,0.6876897811889648,4.873667165816248e-05,"","","","","",""
766,"2026-02-13 22:28:52.732324","train",1,"","",0.7751335788175121,0.19807395967124933,0.9314973480212159,0.08997289972899729,0.051014136447449294,0.19913952059004303
766,"2026-02-13 22:29:46.587822","val",1,"","",0.7393513520830302,0.056097562872379374,0.975346687211094,0.06493506493506493,0.04854368932038835,0.1553398058252427
800,"2026-02-13 22:30:11.080837","train",2,0.7200073599815369,5.995544801784482e-05,"","","","","",""
900,"2026-02-13 22:30:24.313500","train",2,0.7708728909492493,7.199683224422837e-05,"","","","","",""
1000,"2026-02-13 22:30:37.652629","train",2,0.594774603843689,8.463593074787198e-05,"","","","","",""
1100,"2026-02-13 22:30:51.048963","train",2,0.7049318552017212,9.763668659575654e-05,"","","","","",""
1149,"2026-02-13 22:33:36.701707","train",2,"","",0.7959109540982653,0.2396715346506731,0.9339453284373725,0.029958058717795086,0.015365703749231715,0.24892440073755379
1149,"2026-02-13 22:34:30.168859","val",2,"","",0.7662322719935568,0.06215634994341723,0.9815100154083205,0.01818181818181818,0.009708737864077669,0.22330097087378642
1200,"2026-02-13 22:35:08.736677","train",3,0.729663610458374,0.00011075628828107258,"","","","","",""
1300,"2026-02-13 22:35:44.596826","train",3,0.5914890170097351,0.00012374970464630722,"","","","","",""
1400,"2026-02-13 22:36:20.864536","train",3,0.5856204032897949,0.0001363742612621304,"","","","","",""
1500,"2026-02-13 22:36:57.362162","train",3,0.6274885535240173,0.0001483941727903237,"","","","","",""
1532,"2026-02-13 22:39:46.915150","train",3,"","",0.8387939385733381,0.42907231663461337,0.9429620563035496,0.45262333594361787,0.3552550706822373,0.4074984634296251
1532,"2026-02-13 22:40:40.947643","val",3,"","",0.7835990348790385,0.11384925860675524,0.9700393768190378,0.21524663677130046,0.23300970873786409,0.32038834951456313
