"step","time","part","epoch","chagas_auroc","chagas_auprc","chagas_accuracy","chagas_f_measure","chagas_tpr","challenge_score","loss","lr"
39,"2026-02-13 20:08:52.706288","train",0,0.6137953312545386,0.0882027745556423,0.9330065359477124,0.0,0.0,0.042682926829268296,"",""
39,"2026-02-13 20:09:16.848010","val",0,0.5620135576198845,0.049125586842052094,0.9759862778730704,0.0,0.0,0.07142857142857142,"",""
78,"2026-02-13 20:10:18.162758","train",1,0.7385977745504251,0.1533055184257965,0.9330065359477124,0.0,0.0,0.12804878048780488,"",""
78,"2026-02-13 20:10:43.164334","val",1,0.641476274165202,0.07089111088183365,0.9759862778730704,0.0,0.0,0.07142857142857142,"",""
100,"2026-02-13 20:11:05.919248","train",2,"","","","","","",0.7517377138137817,8.281830657740928e-05
117,"2026-02-13 20:11:43.078182","train",2,0.7488600444235616,0.17708782675964926,0.9330065359477124,0.0,0.0,0.17682926829268292,"",""
117,"2026-02-13 20:12:07.199596","val",2,0.6633191062013557,0.05291736929201088,0.9759862778730704,0.0,0.0,0.07142857142857142,"",""
156,"2026-02-13 20:13:15.688856","train",3,0.8493202981504422,0.4066636650294458,0.9330065359477124,0.0,0.0,0.34146341463414637,"",""
156,"2026-02-13 20:13:39.866033","val",3,0.732990208385639,0.1017119936612999,0.9759862778730704,0.0,0.0,0.21428571428571427,"",""
195,"2026-02-13 20:14:47.964799","train",4,0.8964882961001239,0.48194189823219413,0.9358660130718954,0.4290909090909091,0.3597560975609756,0.38414634146341464,"",""
195,"2026-02-13 20:15:12.019399","val",4,0.7175495857393924,0.12050520150674829,0.9502572898799314,0.21621621621621623,0.2857142857142857,0.2857142857142857,"",""
200,"2026-02-13 20:15:33.414741","train",5,"","","","","","",0.8417625427246094,0.00019065283049482035
234,"2026-02-13 20:16:20.389536","train",5,0.9302464653368075,0.6468861597544933,0.8982843137254902,0.5049701789264414,0.774390243902439,0.5121951219512195,"",""
234,"2026-02-13 20:16:44.444084","val",5,0.7503138337936228,0.0893806223161061,0.888507718696398,0.1095890410958904,0.2857142857142857,0.21428571428571427,"",""
273,"2026-02-13 20:17:52.252116","train",6,0.9609665328264491,0.7759970037306698,0.9546568627450981,0.6763848396501457,0.7073170731707317,0.5914634146341463,"",""
273,"2026-02-13 20:18:16.265536","val",6,0.7516947024855636,0.06941509378516886,0.9433962264150944,0.05714285714285714,0.07142857142857142,0.14285714285714285,"",""
300,"2026-02-13 20:18:45.650258","train",7,"","","","","","",0.7236449718475342,0.0001926608277306569
312,"2026-02-13 20:19:24.772184","train",7,0.9858880440818418,0.9308157978895254,0.9828431372549019,0.86,0.7865853658536586,0.725609756097561,"",""
312,"2026-02-13 20:19:49.428545","val",7,0.6213909113733367,0.04356836507118269,0.967409948542024,0.09523809523809523,0.07142857142857142,0.07142857142857142,"",""
351,"2026-02-13 20:20:57.411325","train",8,0.986376596471744,0.931875561329077,0.9816176470588235,0.8656716417910447,0.8841463414634146,0.7317073170731707,"",""
351,"2026-02-13 20:21:21.699156","val",8,0.6901832789354758,0.055517351095851306,0.9536878216123499,0.06896551724137931,0.07142857142857142,0.07142857142857142,"",""
390,"2026-02-13 20:22:30.021590","train",9,0.9908162829439152,0.9524459856858021,0.9824346405228758,0.8561872909698997,0.7804878048780488,0.7378048780487805,"",""
390,"2026-02-13 20:22:54.212580","val",9,0.5922671353251319,0.06011853073890333,0.9725557461406518,0.1111111111111111,0.07142857142857142,0.14285714285714285,"",""
400,"2026-02-13 20:23:17.432870","train",10,"","","","","","",0.6443836092948914,0.00015727923376009835
429,"2026-02-13 20:24:02.504935","train",10,0.992944022040921,0.9663063958989541,0.9869281045751634,0.9,0.8780487804878049,0.7439024390243902,"",""
429,"2026-02-13 20:24:27.070185","val",10,0.6586743660557368,0.05458359791819313,0.9656946826758147,0.0,0.0,0.14285714285714285,"",""
